year,month,name,temperature,humidity
2013,9,日月潭,22.6,82
2013,9,臺中,27.8,73
2013,9,臺南,28.6,74
2013,9,臺北,27.9,67
2013,9,臺東,27.8,75
2013,9,新屋,27.2,77
2013,9,宜蘭,26.6,81
2013,10,板橋,24.0,68
2013,10,嘉義,24.2,77
2013,10,恆春,26.2,68
2013,10,新竹,24.2,68
2013,10,花蓮,24.6,72
2013,10,高雄,26.6,69
2013,10,基隆,24.0,74
2013,10,金門,24.1,62
2013,10,馬祖,23.0,66
2013,10,澎湖,25.2,70
2013,10,日月潭,20.1,80
2013,10,臺中,24.9,65
2013,10,臺南,25.7,69
2013,10,臺北,24.2,68
2013,10,臺東,25.8,68
2013,10,新屋,24.3,71
2013,10,宜蘭,23.5,77
2013,11,板橋,21.2,68
2013,11,嘉義,21.4,78
2013,11,恆春,24.2,73
2013,11,新竹,21.0,71
2013,11,花蓮,21.5,77
2013,11,高雄,24.3,71
2013,11,基隆,20.6,77
2013,11,金門,19.8,67
2013,11,馬祖,17.8,73
2013,11,澎湖,22.2,72
2013,11,日月潭,18.3,77
2013,11,臺中,22.1,68
2013,11,臺南,22.8,71
2013,11,臺北,21.2,68
2013,11,臺東,22.8,73
2013,11,新屋,20.7,75
2013,11,宜蘭,20.2,83
2013,12,板橋,16.2,73
2013,12,嘉義,16.8,78
2013,12,恆春,21.1,69
2013,12,新竹,16.1,74
2013,12,花蓮,18.1,73
2013,12,高雄,19.9,67
2013,12,基隆,16.2,79
2013,12,金門,14.4,65
2013,12,馬祖,12.3,70
2013,12,澎湖,18.1,73
2013,12,日月潭,14.2,75
2013,12,臺中,17.1,70
2013,12,臺南,18.0,72
2013,12,臺北,16.4,71
2013,12,臺東,19.4,71
2013,12,新屋,16.2,75
2013,12,宜蘭,16.1,83
2014,1,板橋,16.2,63
2014,1,嘉義,16.1,74
2014,1,恆春,20.5,64
2014,1,新竹,15.6,69
2014,1,花蓮,17.9,65
2014,1,高雄,19.5,64
2014,1,基隆,16.3,70
2014,1,金門,13.7,65
2014,1,馬祖,11.2,73
2014,1,澎湖,17.2,72
2014,1,日月潭,13.6,67
2014,1,臺中,16.4,66
2014,1,臺南,17.6,68
2014,1,臺北,16.8,62
2014,1,臺東,19.1,65
2014,1,新屋,15.5,72
2014,1,宜蘭,16.3,72
2014,2,板橋,16.0,75
2014,2,嘉義,17.1,80
2014,2,恆春,21.2,74
2014,2,新竹,15.4,80
2014,2,花蓮,17.8,79
2014,2,高雄,20.3,70
2014,2,基隆,15.8,81
2014,2,金門,12.8,79
2014,2,馬祖,10.1,83
2014,2,澎湖,17.4,79
2014,2,日月潭,14.2,80
2014,2,臺中,17.0,74
2014,2,臺南,18.4,75
2014,2,臺北,16.5,71
2014,2,臺東,19.3,76
2014,2,新屋,15.2,84
2014,2,宜蘭,16.6,82
2014,3,板橋,18.5,72
2014,3,嘉義,19.9,78
2014,3,恆春,22.4,73
2014,3,新竹,18.0,76
2014,3,花蓮,19.3,77
2014,3,高雄,22.6,72
2014,3,基隆,18.1,75
2014,3,金門,15.3,76
2014,3,馬祖,12.9,78
2014,3,澎湖,19.1,80
2014,3,日月潭,16.3,84
2014,3,臺中,19.8,72
2014,3,臺南,21.3,71
2014,3,臺北,18.9,72
2014,3,臺東,20.8,75
2014,3,新屋,17.4,80
2014,3,宜蘭,18.3,80
2014,4,板橋,22.4,74
2014,4,嘉義,23.5,79
2014,4,恆春,25.2,73
2014,4,新竹,22.3,75
2014,4,花蓮,22.3,80
2014,4,高雄,25.9,74
2014,4,基隆,21.4,79
2014,4,金門,19.3,78
2014,4,馬祖,16.7,79
2014,4,澎湖,23.2,79
2014,4,日月潭,19.4,81
2014,4,臺中,24.1,69
2014,4,臺南,25.0,73
2014,4,臺北,22.5,77
2014,4,臺東,23.9,76
2014,4,新屋,21.5,80
2014,4,宜蘭,21.7,82
2014,5,板橋,25.1,80
2014,5,嘉義,26.2,81
2014,5,恆春,27.8,75
2014,5,新竹,25.3,80
2014,5,花蓮,24.8,85
2014,5,高雄,27.8,78
2014,5,基隆,24.4,86
2014,5,金門,22.2,87
2014,5,馬祖,20.7,83
2014,5,澎湖,25.7,88
2014,5,日月潭,20.9,86
2014,5,臺中,25.8,78
2014,5,臺南,27.2,79
2014,5,臺北,25.2,81
2014,5,臺東,26.8,77
2014,5,新屋,24.4,88
2014,5,宜蘭,24.0,89
2014,6,板橋,28.0,78
2014,6,嘉義,28.7,77
2014,6,恆春,28.8,80
2014,6,新竹,28.3,78
2014,6,花蓮,27.7,82
2014,6,高雄,29.2,81
2014,6,基隆,27.2,83
2014,6,金門,26.5,86
2014,6,馬祖,24.6,84
2014,6,澎湖,27.8,86
2014,6,日月潭,23.0,89
2014,6,臺中,28.6,74
2014,6,臺南,29.0,80
2014,6,臺北,28.0,76
2014,6,臺東,28.7,79
2014,6,新屋,27.5,86
2014,6,宜蘭,27.2,85
2014,7,板橋,30.2,72
2014,7,嘉義,30.1,73
2014,7,恆春,29.9,80
2014,7,新竹,30.4,73
2014,7,花蓮,29.5,77
2014,7,高雄,30.3,78
2014,7,基隆,30.0,72
2014,7,金門,29.8,81
2014,7,馬祖,28.3,82
2014,7,澎湖,29.6,82
2014,7,日月潭,24.0,86
2014,7,臺中,30.1,71
2014,7,臺南,30.4,77
2014,7,臺北,30.5,68
2014,7,臺東,30.4,74
2014,7,新屋,29.8,79
2014,7,宜蘭,29.5,78
2014,8,板橋,29.7,74
2014,8,嘉義,28.9,80
2014,8,恆春,28.7,84
2014,8,新竹,29.9,74
2014,8,花蓮,29.1,78
2014,8,高雄,29.1,79
2014,8,基隆,29.5,72
2014,8,金門,28.9,82
2014,8,馬祖,28.5,81
2014,8,澎湖,28.6,83
2014,8,日月潭,23.2,87
2014,8,臺中,28.9,76
2014,8,臺南,29.0,80
2014,8,臺北,30.2,68
2014,8,臺東,29.7,75
2014,8,新屋,29.3,80
2014,8,宜蘭,28.9,78
2014,9,板橋,29.6,69
2014,9,嘉義,28.8,79
2014,9,恆春,28.9,74
2014,9,新竹,29.6,72
2014,9,花蓮,28.5,78
2014,9,高雄,29.5,78
2014,9,基隆,28.7,74
2014,9,金門,28.7,75
2014,9,馬祖,27.5,80
2014,9,澎湖,29.1,78
2014,9,日月潭,23.6,86
2014,9,臺中,29.2,74
2014,9,臺南,29.5,77
2014,9,臺北,29.7,71
2014,9,臺東,29.2,75
2014,9,新屋,28.9,78
2014,9,宜蘭,28.0,79
2014,10,板橋,24.5,68
2014,10,嘉義,24.8,74
2014,10,恆春,26.7,63
2014,10,新竹,24.7,70
2014,10,花蓮,25.1,71
2014,10,高雄,27.2,70
2014,10,基隆,24.3,70
2014,10,金門,24.4,63
2014,10,馬祖,22.9,69
2014,10,澎湖,25.6,70
2014,10,日月潭,20.9,80
2014,10,臺中,25.6,65
2014,10,臺南,26.4,69
2014,10,臺北,24.7,71
2014,10,臺東,26.2,69
2014,10,新屋,24.1,73
2014,10,宜蘭,23.6,77
2014,11,板橋,22.0,72
2014,11,嘉義,22.6,77
2014,11,恆春,25.5,68
2014,11,新竹,22.0,76
2014,11,花蓮,22.6,77
2014,11,高雄,25.2,72
2014,11,基隆,21.8,76
2014,11,金門,21.0,67
2014,11,馬祖,18.8,78
2014,11,澎湖,23.4,75
2014,11,日月潭,19.2,79
2014,11,臺中,23.1,72
2014,11,臺南,23.9,73
2014,11,臺北,22.3,75
2014,11,臺東,24.0,71
2014,11,新屋,21.4,79
2014,11,宜蘭,21.1,84
2014,12,板橋,16.2,69
2014,12,嘉義,16.9,77
2014,12,恆春,21.4,62
2014,12,新竹,16.0,74
2014,12,花蓮,17.6,74
2014,12,高雄,20.2,68
2014,12,基隆,16.3,71
2014,12,金門,14.7,61
2014,12,馬祖,12.4,68
2014,12,澎湖,18.3,71
2014,12,日月潭,14.2,84
2014,12,臺中,17.1,71
2014,12,臺南,17.9,71
2014,12,臺北,16.5,70
2014,12,臺東,19.0,69
2014,12,新屋,15.9,73
2014,12,宜蘭,16.0,77
2015,1,板橋,16.3,67
2015,1,嘉義,16.8,75
2015,1,恆春,20.8,62
2015,1,新竹,16.0,71
2015,1,花蓮,17.8,72
2015,1,高雄,19.9,66
2015,1,基隆,16.1,72
2015,1,金門,13.9,65
2015,1,馬祖,11.3,77
2015,1,澎湖,17.3,73
2015,1,日月潭,14.2,76
2015,1,臺中,17.1,68
2015,1,臺南,17.8,70
2015,1,臺北,16.7,67
2015,1,臺東,19.0,68
2015,1,新屋,15.6,74
2015,1,宜蘭,16.2,75
2015,2,板橋,17.0,72
2015,2,嘉義,18.1,77
2015,2,恆春,21.6,68
2015,2,新竹,16.2,78
2015,2,花蓮,18.5,79
2015,2,高雄,20.8,69
2015,2,基隆,16.5,78
2015,2,金門,14.5,69
2015,2,馬祖,11.1,81
2015,2,澎湖,17.8,76
2015,2,日月潭,14.7,79
2015,2,臺中,18.1,71
2015,2,臺南,18.9,73
2015,2,臺北,17.3,72
2015,2,臺東,20.1,72
2015,2,新屋,15.8,79
2015,2,宜蘭,17.1,80
2015,3,板橋,18.7,77
2015,3,嘉義,20.9,79
2015,3,恆春,23.8,68
2015,3,新竹,18.3,83
2015,3,花蓮,20.4,81
2015,3,高雄,23.6,72
2015,3,基隆,17.8,83
2015,3,金門,15.8,74
2015,3,馬祖,12.8,84
2015,3,澎湖,20.4,79
2015,3,日月潭,17.4,83
2015,3,臺中,20.7,74
2015,3,臺南,21.8,75
2015,3,臺北,18.9,80
2015,3,臺東,22.2,74
2015,3,新屋,17.7,87
2015,3,宜蘭,18.9,83
2015,4,板橋,22.6,74
2015,4,嘉義,24.1,76
2015,4,恆春,25.9,72
2015,4,新竹,22.4,78
2015,4,花蓮,22.9,82
2015,4,高雄,26.2,70
2015,4,基隆,21.6,76
2015,4,金門,20.0,74
2015,4,馬祖,17.6,79
2015,4,澎湖,23.5,76
2015,4,日月潭,19.8,77
2015,4,臺中,24.4,68
2015,4,臺南,24.9,73
2015,4,臺北,22.7,75
2015,4,臺東,24.4,77
2015,4,新屋,21.5,84
2015,4,宜蘭,22.0,80
2015,5,板橋,26.0,76
2015,5,嘉義,27.3,81
2015,5,恆春,27.9,76
2015,5,新竹,25.7,81
2015,5,花蓮,25.6,85
2015,5,高雄,28.3,77
2015,5,基隆,25.4,78
2015,5,金門,23.5,83
2015,5,馬祖,21.3,85
2015,5,澎湖,26.5,82
2015,5,日月潭,21.1,88
2015,5,臺中,26.9,77
2015,5,臺南,27.7,80
2015,5,臺北,26.1,78
2015,5,臺東,26.5,83
2015,5,新屋,25.1,87
2015,5,宜蘭,25.0,84
2015,6,板橋,29.8,71
2015,6,嘉義,30.1,72
2015,6,恆春,30.2,73
2015,6,新竹,29.6,75
2015,6,花蓮,28.9,80
2015,6,高雄,30.6,75
2015,6,基隆,29.0,76
2015,6,金門,27.5,86
2015,6,馬祖,25.8,83
2015,6,澎湖,29.0,83
2015,6,日月潭,23.3,84
2015,6,臺中,29.7,71
2015,6,臺南,30.4,74
2015,6,臺北,30.0,73
2015,6,臺東,29.7,76
2015,6,新屋,28.9,84
2015,6,宜蘭,28.5,80
2015,7,板橋,29.7,70
2015,7,嘉義,29.2,75
2015,7,恆春,29.0,76
2015,7,新竹,29.6,74
2015,7,花蓮,29.1,76
2015,7,高雄,29.5,78
2015,7,基隆,29.4,71
2015,7,金門,27.9,78
2015,7,馬祖,26.4,85
2015,7,澎湖,28.5,84
2015,7,日月潭,23.0,85
2015,7,臺中,29.2,71
2015,7,臺南,29.1,79
2015,7,臺北,30.0,72
2015,7,臺東,29.0,79
2015,7,新屋,29.1,80
2015,7,宜蘭,28.8,78
2015,8,板橋,28.4,73
2015,8,嘉義,28.1,80
2015,8,恆春,28.9,77
2015,8,新竹,28.5,75
2015,8,花蓮,28.0,84
2015,8,高雄,28.8,80
2015,8,基隆,27.9,77
2015,8,金門,27.7,74
2015,8,馬祖,26.8,87
2015,8,澎湖,27.8,86
2015,8,日月潭,22.3,87
2015,8,臺中,28.0,76
2015,8,臺南,28.4,81
2015,8,臺北,28.6,76
2015,8,臺東,28.6,80
2015,8,新屋,28.0,84
2015,8,宜蘭,27.6,83
2015,9,板橋,27.2,70
2015,9,嘉義,27.5,83
2015,9,恆春,28.4,74
2015,9,新竹,27.1,74
2015,9,花蓮,26.9,80
2015,9,高雄,28.8,76
2015,9,基隆,26.8,75
2015,9,金門,26.2,72
2015,9,馬祖,25.0,84
2015,9,澎湖,27.7,79
2015,9,日月潭,22.0,87
2015,9,臺中,27.8,72
2015,9,臺南,28.4,76
2015,9,臺北,27.4,74
2015,9,臺東,27.7,77
2015,9,新屋,26.6,79
2015,9,宜蘭,26.3,79
2015,10,板橋,25.2,70
2015,10,嘉義,25.8,85
2015,10,恆春,27.0,72
2015,10,新竹,25.2,75
2015,10,花蓮,25.2,79
2015,10,高雄,27.7,76
2015,10,基隆,24.8,76
2015,10,金門,24.1,67
2015,10,馬祖,22.3,82
2015,10,澎湖,26.1,76
2015,10,日月潭,21.0,89
2015,10,臺中,26.2,72
2015,10,臺南,26.8,77
2015,10,臺北,25.2,78
2015,10,臺東,26.0,77
2015,10,新屋,24.7,77
2015,10,宜蘭,24.1,82
2015,11,板橋,23.4,71
2015,11,嘉義,24.0,80
2015,11,恆春,26.3,73
2015,11,新竹,23.1,77
2015,11,花蓮,23.6,83
2015,11,高雄,26.2,74
2015,11,基隆,22.7,80
2015,11,金門,22.1,70
2015,11,馬祖,19.2,87
2015,11,澎湖,24.3,77
2015,11,日月潭,19.8,84
2015,11,臺中,24.3,71
2015,11,臺南,25.1,75
2015,11,臺北,23.5,79
2015,11,臺東,24.7,81
2015,11,新屋,22.8,79
2015,11,宜蘭,22.4,83
2015,12,板橋,18.8,71
2015,12,嘉義,19.8,76
2015,12,恆春,23.6,71
2015,12,新竹,18.3,79
2015,12,花蓮,20.4,79
2015,12,高雄,22.4,71
2015,12,基隆,18.5,76
2015,12,金門,16.6,70
2015,12,馬祖,13.9,83
2015,12,澎湖,19.9,75
2015,12,日月潭,16.5,82
2015,12,臺中,19.6,73
2015,12,臺南,20.5,75
2015,12,臺北,18.9,79
2015,12,臺東,21.6,78
2015,12,新屋,18.4,77
2015,12,宜蘭,18.5,81
2016,1,板橋,16.1,79
2016,1,嘉義,16.9,82
2016,1,恆春,22.0,76
2016,1,新竹,15.6,83
2016,1,花蓮,18.2,84
2016,1,高雄,19.3,76
2016,1,基隆,16.2,80
2016,1,金門,13.3,76
2016,1,馬祖,10.8,86
2016,1,澎湖,17.0,80
2016,1,日月潭,13.9,86
2016,1,臺中,16.8,79
2016,1,臺南,17.3,83
2016,1,臺北,16.2,84
2016,1,臺東,19.5,82
2016,1,新屋,15.7,81
2016,1,宜蘭,16.5,82
2016,2,板橋,15.0,77
2016,2,嘉義,16.6,76
2016,2,恆春,21.3,70
2016,2,新竹,14.5,79
2016,2,花蓮,17.8,76
2016,2,高雄,19.6,70
2016,2,基隆,15.3,76
2016,2,金門,12.4,70
2016,2,馬祖,10.4,81
2016,2,澎湖,16.6,74
2016,2,日月潭,13.8,82
2016,2,臺中,16.4,72
2016,2,臺南,17.4,74
2016,2,臺北,15.5,80
2016,2,臺東,19.1,75
2016,2,新屋,14.3,77
2016,2,宜蘭,15.8,77
2016,3,板橋,17.2,77
2016,3,嘉義,18.7,86
2016,3,恆春,22.7,72
2016,3,新竹,16.7,80
2016,3,花蓮,19.0,80
2016,3,高雄,21.6,74
2016,3,基隆,16.8,79
2016,3,金門,14.2,75
2016,3,馬祖,12.4,85
2016,3,澎湖,18.9,78
2016,3,日月潭,15.3,82
2016,3,臺中,18.3,76
2016,3,臺南,19.7,78
2016,3,臺北,17.5,75
2016,3,臺東,20.0,81
2016,3,新屋,16.3,82
2016,3,宜蘭,17.7,78
2016,4,板橋,23.7,75
2016,4,嘉義,25.4,84
2016,4,恆春,27.0,78
2016,4,新竹,23.4,79
2016,4,花蓮,24.4,83
2016,4,高雄,26.9,77
2016,4,基隆,22.5,84
2016,4,金門,19.7,82
2016,4,馬祖,17.6,92
2016,4,澎湖,24.5,84
2016,4,日月潭,20.3,80
2016,4,臺中,24.9,77
2016,4,臺南,26.3,77
2016,4,臺北,24.0,76
2016,4,臺東,25.5,80
2016,4,新屋,22.6,86
2016,4,宜蘭,23.3,82
2016,5,板橋,26.8,71
2016,5,嘉義,27.9,80
2016,5,恆春,28.8,78
2016,5,新竹,26.7,76
2016,5,花蓮,26.5,82
2016,5,高雄,28.9,76
2016,5,基隆,25.9,83
2016,5,金門,24.1,84
2016,5,馬祖,22.3,91
2016,5,澎湖,27.1,83
2016,5,日月潭,21.9,83
2016,5,臺中,27.6,75
2016,5,臺南,28.4,76
2016,5,臺北,27.1,71
2016,5,臺東,27.7,80
2016,5,新屋,26.2,84
2016,5,宜蘭,25.9,82
2016,6,板橋,28.8,71
2016,6,嘉義,29.1,80
2016,6,恆春,29.6,84
2016,6,新竹,29.3,76
2016,6,花蓮,28.3,83
2016,6,高雄,29.7,79
2016,6,基隆,28.6,79
2016,6,金門,27.9,85
2016,6,馬祖,26.1,92
2016,6,澎湖,28.9,83
2016,6,日月潭,22.8,84
2016,6,臺中,28.8,77
2016,6,臺南,29.4,79
2016,6,臺北,29.4,72
2016,6,臺東,29.2,79
2016,6,新屋,28.7,83
2016,6,宜蘭,28.1,82
2016,7,板橋,29.9,67
2016,7,嘉義,29.5,77
2016,7,恆春,30.0,80
2016,7,新竹,30.3,72
2016,7,花蓮,29.2,81
2016,7,高雄,30.2,77
2016,7,基隆,29.6,75
2016,7,金門,28.9,82
2016,7,馬祖,28.0,90
2016,7,澎湖,29.3,82
2016,7,日月潭,23.4,84
2016,7,臺中,29.4,73
2016,7,臺南,29.9,75
2016,7,臺北,30.3,70
2016,7,臺東,30.1,76
2016,7,新屋,29.6,79
2016,7,宜蘭,29.1,79
2016,8,板橋,29.6,68
2016,8,嘉義,29.0,81
2016,8,恆春,28.8,82
2016,8,新竹,29.4,77
2016,8,花蓮,28.5,81
2016,8,高雄,29.4,79
2016,8,基隆,29.3,74
2016,8,金門,28.6,84
2016,8,馬祖,28.4,87
2016,8,澎湖,28.8,82
2016,8,日月潭,23.1,86
2016,8,臺中,28.9,77
2016,8,臺南,29.3,77
2016,8,臺北,30.1,67
2016,8,臺東,28.9,79
2016,8,新屋,29.1,79
2016,8,宜蘭,28.9,77
2016,9,板橋,27.7,74
2016,9,嘉義,27.6,82
2016,9,恆春,28.4,81
2016,9,新竹,27.9,78
2016,9,花蓮,27.3,81
2016,9,高雄,28.4,81
2016,9,基隆,27.3,80
2016,9,金門,27.6,77
2016,9,馬祖,26.0,87
2016,9,澎湖,27.7,81
2016,9,日月潭,22.1,84
2016,9,臺中,27.9,77
2016,9,臺南,28.0,81
2016,9,臺北,27.8,76
2016,9,臺東,27.9,81
2016,9,新屋,27.4,83
2016,9,宜蘭,27.0,83
2016,10,板橋,26.9,72
2016,10,嘉義,27.3,80
2016,10,恆春,28.1,78
2016,10,新竹,26.8,79
2016,10,花蓮,26.6,81
2016,10,高雄,28.4,79
2016,10,基隆,26.2,82
2016,10,金門,25.7,80
2016,10,馬祖,23.8,84
2016,10,澎湖,27.0,81
2016,10,日月潭,22.2,81
2016,10,臺中,27.5,77
2016,10,臺南,27.8,79
2016,10,臺北,27.0,75
2016,10,臺東,27.1,84
2016,10,新屋,26.3,85
2016,10,宜蘭,26.2,85
2016,11,板橋,22.4,72
2016,11,嘉義,23.4,78
2016,11,恆春,25.6,70
2016,11,新竹,22.3,78
2016,11,花蓮,23.2,75
2016,11,高雄,25.7,72
2016,11,基隆,22.1,79
2016,11,金門,20.8,78
2016,11,馬祖,18.5,81
2016,11,澎湖,23.7,76
2016,11,日月潭,18.9,82
2016,11,臺中,23.4,75
2016,11,臺南,24.3,74
2016,11,臺北,22.6,74
2016,11,臺東,24.0,76
2016,11,新屋,21.9,81
2016,11,宜蘭,21.9,82
2016,12,板橋,19.9,72
2016,12,嘉義,20.4,75
2016,12,恆春,23.8,66
2016,12,新竹,19.5,75
2016,12,花蓮,21.0,72
2016,12,高雄,22.9,71
2016,12,基隆,19.7,76
2016,12,金門,17.4,69
2016,12,馬祖,14.8,77
2016,12,澎湖,20.4,75
2016,12,日月潭,17.1,76
2016,12,臺中,20.4,74
2016,12,臺南,20.9,74
2016,12,臺北,20.1,71
2016,12,臺東,21.9,71
2016,12,新屋,19.3,76
2016,12,宜蘭,19.1,81
2017,1,板橋,18.1,73
2017,1,嘉義,19.0,74
2017,1,恆春,22.7,69
2017,1,新竹,17.7,79
2017,1,花蓮,19.6,75
2017,1,高雄,21.7,70
2017,1,基隆,17.5,80
2017,1,金門,15.6,69
2017,1,馬祖,12.4,79
2017,1,澎湖,18.6,77
2017,1,日月潭,15.9,75
2017,1,臺中,18.9,75
2017,1,臺南,19.4,74
2017,1,臺北,18.3,74
2017,1,臺東,20.8,69
2017,1,新屋,17.5,79
2017,1,宜蘭,17.9,83
2017,2,板橋,16.8,68
2017,2,嘉義,18.0,72
2017,2,恆春,21.8,67
2017,2,新竹,16.3,75
2017,2,花蓮,18.6,72
2017,2,高雄,21.1,67
2017,2,基隆,16.4,75
2017,2,金門,14.1,68
2017,2,馬祖,10.9,79
2017,2,澎湖,17.3,75
2017,2,日月潭,14.6,77
2017,2,臺中,18.0,71
2017,2,臺南,18.6,71
2017,2,臺北,17.0,69
2017,2,臺東,19.6,71
2017,2,新屋,15.9,75
2017,2,宜蘭,16.7,77
2017,3,板橋,18.0,72
2017,3,嘉義,20.8,76
2017,3,恆春,23.4,70
2017,3,新竹,17.7,77
2017,3,花蓮,19.6,79
2017,3,高雄,23.5,69
2017,3,基隆,17.3,80
2017,3,金門,15.6,75
2017,3,馬祖,12.4,85
2017,3,澎湖,20.6,73
2017,3,日月潭,16.6,81
2017,3,臺中,20.2,73
2017,3,臺南,21.5,70
2017,3,臺北,18.2,75
2017,3,臺東,20.9,76
2017,3,新屋,17.4,81
2017,3,宜蘭,18.3,79
2017,4,板橋,22.2,69
2017,4,嘉義,23.9,75
2017,4,恆春,25.5,71
2017,4,新竹,22.2,72
2017,4,花蓮,22.6,77
2017,4,高雄,25.6,71
2017,4,基隆,21.7,73
2017,4,金門,20.1,75
2017,4,馬祖,18.1,81
2017,4,澎湖,23.9,74
2017,4,日月潭,18.6,82
2017,4,臺中,23.2,73
2017,4,臺南,24.6,71
2017,4,臺北,22.5,66
2017,4,臺東,23.6,75
2017,4,新屋,21.9,77
2017,4,宜蘭,21.6,77
2017,5,板橋,25.6,75
2017,5,嘉義,27.0,77
2017,5,恆春,28.1,72
2017,5,新竹,25.7,75
2017,5,花蓮,25.2,80
2017,5,高雄,28.2,74
2017,5,基隆,24.6,77
2017,5,金門,24.1,79
2017,5,馬祖,22.0,84
2017,5,澎湖,26.2,79
2017,5,日月潭,21.1,86
2017,5,臺中,26.7,75
2017,5,臺南,27.7,73
2017,5,臺北,25.6,73
2017,5,臺東,26.2,79
2017,5,新屋,25.3,81
2017,5,宜蘭,24.4,85
2017,6,板橋,27.9,79
2017,6,嘉義,29.0,78
2017,6,恆春,29.8,75
2017,6,新竹,28.0,78
2017,6,花蓮,27.6,80
2017,6,高雄,29.7,77
2017,6,基隆,27.3,78
2017,6,金門,26.3,87
2017,6,馬祖,24.3,90
2017,6,澎湖,28.3,85
2017,6,日月潭,22.3,86
2017,6,臺中,27.9,81
2017,6,臺南,29.3,79
2017,6,臺北,28.0,75
2017,6,臺東,29.0,77
2017,6,新屋,27.6,86
2017,6,宜蘭,27.3,87
2017,7,板橋,29.7,72
2017,7,嘉義,28.9,80
2017,7,恆春,29.4,77
2017,7,新竹,29.5,72
2017,7,花蓮,29.1,74
2017,7,高雄,30.4,71
2017,7,基隆,30.0,66
2017,7,金門,29.0,78
2017,7,馬祖,28.3,83
2017,7,澎湖,29.8,79
2017,7,日月潭,22.9,83
2017,7,臺中,28.7,78
2017,7,臺南,29.6,76
2017,7,臺北,30.3,64
2017,7,臺東,29.4,74
2017,7,新屋,29.8,78
2017,7,宜蘭,29.6,77
2017,8,板橋,30.7,69
2017,8,嘉義,29.8,76
2017,8,恆春,29.6,78
2017,8,新竹,30.3,70
2017,8,花蓮,29.4,74
2017,8,高雄,30.1,75
2017,8,基隆,30.2,68
2017,8,金門,29.0,80
2017,8,馬祖,28.0,85
2017,8,澎湖,29.5,82
2017,8,日月潭,23.5,83
2017,8,臺中,29.4,77
2017,8,臺南,29.9,74
2017,8,臺北,31.1,64
2017,8,臺東,29.6,74
2017,8,新屋,29.9,77
2017,8,宜蘭,29.8,78
2017,9,板橋,29.2,72
2017,9,嘉義,29.5,76
2017,9,恆春,29.3,77
2017,9,新竹,29.0,70
2017,9,花蓮,28.6,77
2017,9,高雄,30.2,74
2017,9,基隆,28.6,69
2017,9,金門,28.9,75
2017,9,馬祖,27.5,81
2017,9,澎湖,29.3,79
2017,9,日月潭,23.4,81
2017,9,臺中,29.3,74
2017,9,臺南,30.0,69
2017,9,臺北,29.6,65
2017,9,臺東,29.0,78
2017,9,新屋,28.7,78
2017,9,宜蘭,28.7,78
2017,10,板橋,25.3,74
2017,10,嘉義,26.2,74
2017,10,恆春,27.7,71
2017,10,新竹,25.8,71
2017,10,花蓮,25.9,75
2017,10,高雄,28.0,73
2017,10,基隆,25.4,73
2017,10,金門,25.8,61
2017,10,馬祖,23.1,74
2017,10,澎湖,26.7,74
2017,10,日月潭,21.4,78
2017,10,臺中,26.5,72
2017,10,臺南,27.1,70
2017,10,臺北,25.6,73
2017,10,臺東,26.5,75
2017,10,新屋,25.2,76
2017,10,宜蘭,25.3,79
2017,11,板橋,22.3,78
2017,11,嘉義,23.3,78
2017,11,恆春,26.0,69
2017,11,新竹,22.0,81
2017,11,花蓮,23.4,78
2017,11,高雄,25.5,74
2017,11,基隆,21.8,81
2017,11,金門,20.8,68
2017,11,馬祖,17.7,79
2017,11,澎湖,22.9,79
2017,11,日月潭,19.7,81
2017,11,臺中,23.3,79
2017,11,臺南,23.8,73
2017,11,臺北,22.5,77
2017,11,臺東,24.5,76
2017,11,新屋,21.5,84
2017,11,宜蘭,22.0,86
2017,12,板橋,17.6,75
2017,12,嘉義,18.6,78
2017,12,恆春,22.1,65
2017,12,新竹,17.5,74
2017,12,花蓮,19.4,73
2017,12,高雄,21.4,69
2017,12,基隆,17.5,73
2017,12,金門,16.1,59
2017,12,馬祖,12.8,71
2017,12,澎湖,18.6,75
2017,12,日月潭,15.2,79
2017,12,臺中,18.5,76
2017,12,臺南,19.1,72
2017,12,臺北,17.8,74
2017,12,臺東,20.4,70
2017,12,新屋,17.2,75
2017,12,宜蘭,17.5,82
2018,1,板橋,16.6,77
2018,1,嘉義,17.4,83
2018,1,恆春,21.4,67
2018,1,新竹,16.3,76
2018,1,花蓮,18.2,76
2018,1,高雄,20.4,72
2018,1,基隆,16.3,79
2018,1,金門,14.2,72
2018,1,馬祖,10.7,80
2018,1,澎湖,17.6,77
2018,1,日月潭,14.8,76
2018,1,臺中,17.3,81
2018,1,臺南,18.1,75
2018,1,臺北,16.9,79
2018,1,臺東,19.1,76
2018,1,新屋,15.9,79
2018,1,宜蘭,16.7,81
2018,2,板橋,15.1,80
2018,2,嘉義,16.8,81
2018,2,恆春,21.2,66
2018,2,新竹,14.6,79
2018,2,花蓮,17.6,77
2018,2,高雄,19.8,67
2018,2,基隆,15.0,78
2018,2,金門,12.6,71
2018,2,馬祖,9.7,77
2018,2,澎湖,16.4,77
2018,2,日月潭,14.0,81
2018,2,臺中,16.5,79
2018,2,臺南,17.5,76
2018,2,臺北,15.6,79
2018,2,臺東,18.9,74
2018,2,新屋,14.2,80
2018,2,宜蘭,16.2,79
2018,3,板橋,19.9,74
2018,3,嘉義,21.0,77
